name,abn,total_income,taxable_income,tax_payable,income_year,postcode
MIRVAC LIMITED,92003280699,1882274077,195659968.0,58571644.0,2021-22,2000
MITCHELL SERVICES LTD,31149206333,214623936,,,2021-22,4073
MITEK AUSTRALIA LTD,98004564587,163355321,72966573.0,20584706.0,2021-22,3175
MITSUBISHI DEVELOPMENT PTY LTD,17009779873,10511577698,4754097786.0,1424660994.0,2021-22,4000
MITSUBISHI ELECTRIC AUSTRALIA PTY LTD,58001215792,448133659,28935795.0,8680738.0,2021-22,2116
MITSUBISHI HEAVY INDUSTRIES AIR CONDITIONERS AUSTRALIA PTY LTD,92133980275,302390755,17473592.0,5242078.0,2021-22,2143
MITSUBISHI MOTORS AUSTRALIA LIMITED,53007870395,2342642798,117768501.0,35330550.0,2021-22,5950
MITSUI & CO. (AUSTRALIA) LTD,64004349795,11763658087,6202633397.0,1101464973.0,2021-22,3000
MITSUI MATSUSHIMA INTERNATIONAL PTY LIMITED,72100874600,217657028,64280569.0,19284171.0,2021-22,2000
MITSUI SUMITOMO INSURANCE COMPANY LTD,49000525637,109930476,,,2021-22,2000
MITSUI-ITOCHU IRON PTY LTD,84008702761,2557329600,931644119.0,279493236.0,2021-22,6000
"MIZUHO BANK, LTD (SYDNEY BRANCH)",83099031106,487585120,243430259.0,73029078.0,2021-22,2000
MLC LIMITED,90000000402,1557793478,,669846.0,2021-22,2060
MLG OZ LIMITED,53102642366,287250847,,,2021-22,6433
MMA OFFSHORE LIMITED,21083185693,216972502,,,2021-22,6000
MMG AUSTRALIA LIMITED,23004074962,1299676355,352052701.0,54920020.0,2021-22,3006
MML HOLDINGS LIMITED,55084402380,3504995281,300917556.0,90166806.0,2021-22,2151
MNT PTY LTD,92606743266,217350391,21409778.0,6056333.0,2021-22,3168
MOBIL PNG GAS HOLDINGS PTY LTD,35008633707,455419566,197298.0,59189.0,2021-22,3008
MOBIS PARTS AUSTRALIA PTY LTD,34107778156,174730473,14354750.0,4306425.0,2021-22,2766
MODERN STAR HOLDINGS TOPCO PTY LTD,92639348655,302161122,24138274.0,7241482.0,2021-22,2100
MOET HENNESSY AUSTRALIA PTY LIMITED,26104454604,327167296,18023469.0,5407041.0,2021-22,2000
MOFFAT GROUP PTY LTD,92069691407,195195802,36264962.0,10415919.0,2021-22,3170
MONADELPHOUS GROUP LIMITED,28008988547,1632355132,55892106.0,15911748.0,2021-22,6100
MONASH IVF GROUP LTD,90169302309,179474636,23375324.0,7012597.0,2021-22,3121
MONDE NISSIN (AUSTRALIA) PTY LTD,25169518325,238849554,,,2021-22,3169
MONDELEZ AUSTRALIA GROUP CO PTY LTD,53147371846,1548892458,77002960.0,21273859.0,2021-22,3205
MONEYME LIMITED,29636747414,143073267,,,2021-22,2000
MORGAN PASTORAL PTY LTD,27115390488,412276706,,,2021-22,4405
MORGAN STANLEY AUSTRALIA FINANCE PTY LIMITED,84086080015,765689510,193066712.0,57920014.0,2021-22,2000
MORGANS HOLDINGS (AUSTRALIA) LIMITED,80050413682,333376724,29480507.0,8842151.0,2021-22,4000
MORT & CO HOLDINGS LTD,54606165128,836404367,27175479.0,8152644.0,2021-22,4350
MOSAIC BRANDS LIMITED,96003321579,514487032,,,2021-22,2018
MOSSOP GROUP PTY LTD,52008018540,206976113,4537152.0,1361146.0,2021-22,5007
MOTA INVESTMENTS PTY LTD,98158946144,238397441,13529955.0,4058986.0,2021-22,4163
MOTORCYCLE HOLDINGS LIMITED,29150386995,459649609,32451291.0,9735387.0,2021-22,4127
MOTOROLA SOLUTIONS AUSTRALIA PTY LTD,16004742312,298076781,,,2021-22,3151
MOTORONE TOPCO PTY LTD,82613793472,220763318,9638876.0,2783237.0,2021-22,3170
MOTT MACDONALD AUSTRALIA PTY LTD,13134120353,370918699,30875787.0,9262736.0,2021-22,5000
MOTUS AUSTRALIA PTY LTD,79113527263,346345099,12342733.0,3702820.0,2021-22,2015
MOUNT GIBSON IRON LIMITED,87008670817,179240396,,,2021-22,6005
MOUNT PRICHARD & DISTRICT COMMUNITY CLUB LIMITED,98000458622,159392495,,,2021-22,2170
MOY INVESTMENT PTY LTD,11169154572,606153353,940902.0,,2021-22,4218
MP AUSTRALIA HOLDINGS PTY LTD,37156629211,369456098,,,2021-22,4865
MPA HOLDINGS (AUST) PTY LIMITED,20609473421,275547343,3069803.0,920941.0,2021-22,2000
MPC KINETIC HOLDINGS LIMITED,68626678911,574221616,,,2021-22,4006
MPD DAIRY PRODUCTS PTY LTD,55001442520,400212400,12846694.0,3853999.0,2021-22,2085
MPG PROPERTY FINANCE PTY LTD,84657150724,221010486,220881003.0,603426.0,2021-22,2600
MRFF INVESTMENT COMPANY NO.1 PTY LTD,95610668598,347079967,107986972.0,32396092.0,2021-22,3000
MRFF INVESTMENT COMPANY NO.2 PTY LTD,50610668785,271359841,115427431.0,28974888.0,2021-22,3000
MTD PRODUCTS AUSTRALIA PTY LTD,96004873572,140026628,17346626.0,5203988.0,2021-22,3175
MTR CORPORATION (SYDNEY) SMCSW PTY LTD,53615158122,230889095,111195565.0,33358670.0,2021-22,2000
"MUFG BANK, LTD.",75103418882,544519550,119747811.0,35923528.0,2021-22,2000
MUIR GROUP PTY LTD,16004732656,373753259,32811085.0,9843122.0,2021-22,3026
MULAWA HOLDINGS PTY LIMITED,18000259834,553644563,24591585.0,7377476.0,2021-22,2067
MULPHA AUSTRALIA LIMITED,44002888039,315896874,,,2021-22,2000
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,50000026228,460330266,32269059.0,9657312.0,2021-22,2009
MULTI-COLOR AUSTRALIA HOLDINGS PTY LTD,28129274719,174846195,8625668.0,2524700.0,2021-22,5031
MULTIGATE MEDICAL PRODUCTS PTY LTD,98003283529,392981629,176011623.0,52491711.0,2021-22,2163
MUNCHENER RUCKVERSICHERUNGS GESELLSCHAFT,90009763526,1854687538,28629712.0,,2021-22,2000
MUNDIPHARMA PTY LIMITED,87081322509,173128285,33472781.0,10041834.0,2021-22,2000
MUNICH HOLDINGS OF AUSTRALASIA PTY LTD,80000159651,1528233545,2009831.0,,2021-22,2000
MURRAY ENGINEERING PTY LTD,21119603655,136561628,,,2021-22,6105
MUTUAL MARKETPLACE PTY LTD,35615297820,211041465,2805632.0,841690.0,2021-22,4000
MYER HOLDINGS LIMITED,14119085602,2545241164,84208577.0,25262573.0,2021-22,3008
MYHOMECARE GROUP PTY LTD,82620857098,328952604,17656392.0,5296918.0,2021-22,3000
MYLAN AUSTRALIA HOLDING PTY LTD,52127537302,504868399,13992413.0,4197724.0,2021-22,2000
MYOB GROUP CO PTY LTD,23630725825,463423633,,,2021-22,3121
MYSTATE LIMITED,26133623962,191288000,41420459.0,12426138.0,2021-22,7000
N G P INVESTMENTS (NO 1) PTY LTD,80001495352,912151300,178967186.0,40529698.0,2021-22,2010
N.H.P. HOLDINGS PROPRIETARY LIMITED,21004745644,470346685,37628643.0,11288593.0,2021-22,3121
NAMOI COTTON LIMITED,76010485588,244562929,,,2021-22,4350
NANDO'S AUSTRALIA PTY LTD,20079066407,233638490,,,2021-22,3121
NANOSONICS LIMITED,11095076896,111803810,32062656.0,,2021-22,2113
NASDAQ AUSTRALIA HOLDINGS PTY LTD,15145262371,198672114,69694728.0,20709935.0,2021-22,2000
NATIONAL AUSTRALIA BANK LIMITED,12004044937,26741229335,5432323018.0,1625065031.0,2021-22,3000
NATIONAL GROUP CORPORATION PTY LTD,32629791153,235459963,,,2021-22,4215
NATIONAL ROADS & MOTORISTS ASSOCIATION LIMITED,77000010506,650407671,61280228.0,14866357.0,2021-22,2137
NATIONAL STORAGE HOLDINGS LIMITED,38166572845,277290823,29376640.0,8812992.0,2021-22,4000
NATIONAL TYRE & WHEEL LTD,97095843020,430383861,11421286.0,3426386.0,2021-22,4007
NATURA BRAZIL PTY LTD,41162093030,335584074,109388701.0,28715288.0,2021-22,3121
NATURE'S CARE HOLDINGS PTY LTD,62627672306,166722548,764792.0,,2021-22,2085
NAVAL GROUP AUSTRALIA PTY LTD,14605467123,187814235,,,2021-22,2000
NAVAL GROUP S.A.,54162722901,142296852,163545.0,49064.0,2021-22,5035
NAVAL SHIP MANAGEMENT (AUSTRALIA) PTY LTD,56158512157,226744254,20927805.0,6278342.0,2021-22,5000
NBN CO LIMITED,86136533741,6294871594,,,2021-22,2060
NCIG HOLDINGS PTY LIMITED,98124700483,524425856,,,2021-22,2304
NCR AUSTRALIA PTY LIMITED,61000003592,239330833,16400505.0,4920152.0,2021-22,2067
NEC AUSTRALIA PTY LTD,86001217527,383469673,,,2021-22,3008
NEGU PTY LTD,22637047066,2608067212,3699525868.0,12013812.0,2021-22,6000
NEMO (BC) HOLDCO PTY LTD,13614209880,197657399,,,2021-22,2065
NEP-GTV HOLDCO PTY LTD,34167517660,154017132,,,2021-22,2000
NES FIRCROFT AUSTRALIA PTY LTD,58100091245,167541363,3370565.0,1011170.0,2021-22,6000
NESTLE AUSTRALIA LIMITED,77000011316,2443756831,183590228.0,44731339.0,2021-22,2138
NETAPP AUSTRALIA PTY LTD,14092499431,244536670,6504637.0,1951391.0,2021-22,2060
NETWEALTH GROUP LIMITED,84620145404,173304898,80852852.0,24242307.0,2021-22,3000
NETWORK FINANCE COMPANY PTY LTD,17617869511,672593456,986.0,296.0,2021-22,2150
NEW AIM PTY LTD,50115804432,355905100,7543592.0,2262804.0,2021-22,3123
NEW BALANCE AUSTRALIA PTY LTD,65003049296,114997192,6888855.0,2066656.0,2021-22,3189
NEW CENTENARY PTY LTD,21168183864,276734421,14158002.0,4247401.0,2021-22,2046
NEW CENTURY RESOURCES LTD,53142165080,434533985,,,2021-22,3000
NEW HOPE CORPORATION LIMITED,38010653844,2555603358,1296363074.0,388907456.0,2021-22,4000
NEW TOWN (WA) PTY LTD,51057584595,200692721,7865164.0,2359549.0,2021-22,6101
NEW ZEALAND MILK (AUSTRALASIA) PTY LTD,23003502654,1946993595,,,2021-22,3121
NEWCASTLE PERMANENT BUILDING SOCIETY LIMITED,96087651992,331542742,62173465.0,18652040.0,2021-22,2300
NEWCREST MINING LIMITED,20005683625,3758148877,1102683525.0,325508379.0,2021-22,3004
NEWELL AUSTRALIA PTY LTD,68075071233,281131378,17299804.0,5157392.0,2021-22,3179
NEWFURN FLOOR COVERINGS LTD,63004650668,188119351,538957.0,161687.0,2021-22,3178
NEWGEN KWINANA HOLDINGS PTY LTD,68116576955,186110426,3970371.0,1191111.0,2021-22,2000
NEWMONT AUSTRALIA PTY LTD,95099040507,2858250160,777245778.0,230825131.0,2021-22,6106
NEWS AUSTRALIA HOLDINGS PTY LIMITED,32105197028,1816105835,187973282.0,,2021-22,2010
NEXANS AUSTRALIA HOLDING PTY LTD,52122486195,394398565,,,2021-22,3000
NEXTDC LIMITED,35143582521,293735482,,,2021-22,4000
NEXUS DAY HOSPITALS HOLDINGS PTY LTD,75165809101,154797662,,,2021-22,2065
NF OCEAN PRODUCTIONS PTY LTD,38643491061,162802950,,,2021-22,3000
NH FOODS AUSTRALIA PTY LTD,87001548401,968087592,,,2021-22,2060
NIB HOLDINGS LIMITED,51125633856,2566593751,349452942.0,101797103.0,2021-22,2300
NICK SCALI LIMITED,82000403896,343252146,97222436.0,29160444.0,2021-22,2113
NIKE AUSTRALIA PTY. LTD.,99055141743,705868119,29958185.0,8987456.0,2021-22,3000
NINE ENTERTAINMENT CO. HOLDINGS LIMITED,60122203892,2962179277,405945860.0,112887733.0,2021-22,2060
NINTENDO AUSTRALIA PTY LIMITED,43060566083,470679964,22357172.0,6707152.0,2021-22,3179
NIPPON STEEL AUSTRALIA PTY. LIMITED,64001445049,1648622397,1234628572.0,369560126.0,2021-22,2000
NISSAN MOTOR CO (AUSTRALIA) PTY LTD,54004663156,1795182633,182613766.0,52939581.0,2021-22,3170
NMT INTERNATIONAL (AUSTRALIA) PTY LTD,49112930542,298901113,13168367.0,3950510.0,2021-22,6106
NOBLEOAK LIFE LIMITED,85087648708,512876942,8276487.0,2482939.0,2021-22,2000
NOKIA SOLUTIONS AND NETWORKS AUSTRALIA PTY LTD,74122172365,796470626,27704025.0,8311208.0,2021-22,2060
NOLAN MEATS PTY LTD,81096869304,212801758,6526750.0,1859568.0,2021-22,4570
NORCO CO-OPERATIVE LIMITED,17009717417,652013000,,,2021-22,2480
NORCO WHOLESALERS PTY LTD,78003630055,550126568,,,2021-22,2480
NORITZ AUSTRALIA PTY LTD,71603048308,125775856,7840897.0,2352269.0,2021-22,2577
NORMET ASIA PACIFIC PTY LTD,73119159625,117905572,2816511.0,844953.0,2021-22,5031
NORRIS ENTERPRISES PTY LTD,92001917853,276031333,26485232.0,6364913.0,2021-22,4012
NORSKE SKOG INDUSTRIES AUSTRALIA LIMITED,50003902985,258910290,,,2021-22,2067
NORSTAR RECYCLING PTY LTD,37125250151,230308526,54292445.0,16287734.0,2021-22,3026
NORTH QUEENSLAND EXPORT TERMINAL HOLDINGS PTY LTD,17154644685,497469610,,,2021-22,4000
NORTHERN CO-OPERATIVE MEAT COMPANY LTD,42060208366,162901760,,,2021-22,2470
NORTHERN STAR RESOURCES LTD,43092832892,3673622389,163030155.0,48782816.0,2021-22,6008
NORTHROP GRUMMAN AUSTRALIA PTY LIMITED,78156458981,357971338,,,2021-22,2020
NORTHROP SERVICES PTY LTD,88120539095,225545604,5087165.0,1526150.0,2021-22,2601
NORTHWESTERN ROADS GROUP PTY LTD,21169328330,526725255,2646249.0,793875.0,2021-22,2766
NORTON GOLD FIELDS PTY LTD,23112287797,348433791,13199247.0,3959774.0,2021-22,6000
NOTE PRINTING AUSTRALIA LIMITED,86082630671,134002145,,,2021-22,3064
NOUMI LIMITED,41002814235,531443739,,,2021-22,2565
NOVA AEROSPACE PTY LTD,11090818214,355750569,18040418.0,5389044.0,2021-22,5000
NOVARTIS AUSTRALIA PTY LIMITED,81004371224,1028957829,67767368.0,13921351.0,2021-22,2113
NOVO NORDISK PHARMACEUTICALS PTY LIMITED,40002879996,357566773,22584476.0,4989355.0,2021-22,2060
NP AUSTRALIA PTY LTD,46162670279,110659828,4123357.0,1237007.0,2021-22,3175
NQXT PORT PTY LTD,61150498098,135763522,,,2021-22,4000
NRI AUSTRALIA HOLDINGS PTY LTD,40621613385,699362058,73202755.0,18947139.0,2021-22,2000
NRW HOLDINGS LTD,95118300217,2390036907,11912.0,,2021-22,6104
NSC (AUSTRALIA) PTY LTD,71607111268,340465508,29889103.0,8943406.0,2021-22,2565
NSW ELECTRICITY NETWORKS FINANCE PTY LTD,66609171913,244814897,,,2021-22,2000
NSW PORTS FINANCE CO PTY LIMITED,83161943497,410637247,,,2021-22,2036
NTI LIMITED,84000746109,137705663,6142428.0,1842728.0,2021-22,4000
NTT AUSTRALIA PTY LTD,65003371239,1465339308,32573748.0,,2021-22,2000
NTT AUSTRALIA SOLUTIONS PTY LTD,35081031432,107276140,,,2021-22,2000
NUFARM LIMITED,37091323312,1549807483,18042698.0,,2021-22,3026
NUTRICIA AUSTRALIA PTY LTD,99076246752,464963576,14512091.0,4353627.0,2021-22,2067
NUTRITION & BIOSCIENCES AUSTRALIA PTY LTD,59000716469,139189262,8710705.0,2613212.0,2021-22,2113
NXE AUSTRALIA PTY LIMITED,85625190990,2807702963,,,2021-22,2113
NXT BUILDING GROUP PTY LTD,59089524050,812510055,11093832.0,3328150.0,2021-22,2300
NYRSTAR HOBART PTY LTD,49124818113,261648734,,,2021-22,7009
NYRSTAR PORT PIRIE PTY LTD,31008046428,493917097,,,2021-22,5540
O&M HALYARD AUSTRALIA PTY LTD,99623524872,189178922,11464201.0,3439260.0,2021-22,2113
OAKBRIDGE PTY LIMITED,67000230419,1309289820,187236450.0,54347178.0,2021-22,2000
OCEANIA (TOPCO) PTY LTD,24639682027,335551529,84040042.0,25141275.0,2021-22,2018
OCWEN ENERGY PTY LTD,44605178578,1549389667,19158883.0,5747665.0,2021-22,4390
OFFSHORE REINSURER (BERMUDA) COMPANY LIMITED,68977393511,980263091,,,2021-22,2000
OFX GROUP LIMITED,12165602273,102173618,24749593.0,4492198.0,2021-22,2000
OGOG (OTWAY) HOLDINGS PTY LTD,51628945657,163823094,,,2021-22,3205
OJI OCEANIA MANAGEMENT (AUS) PTY LTD,52169111362,150522494,,,2021-22,3000
OKR TECHNICAL SERVICES AUSTRALIA PTY LTD,52612348222,186234644,,,2021-22,4000
OLAM INVESTMENTS AUSTRALIA PTY LTD,17124391920,185956922,9788497.0,2903216.0,2021-22,4005
OLBIA PTY LIMITED,64000305304,406502021,9452253.0,1507546.0,2021-22,2060
OLYMPUS AUSTRALIA PTY LTD,90078493295,216516575,15462949.0,4638885.0,2021-22,3168
OMEGA MATERIALS HANDLING PTY LTD,75069624031,298153969,15960013.0,4788004.0,2021-22,2077
OMN INVESTMENTS PTY. LTD.,26119990064,346825063,,,2021-22,3170
OMNICOM MEDIA GROUP AUSTRALIA PTY LTD,74129754883,348065217,38345004.0,11503501.0,2021-22,2015
OMYA AUSTRALIA PTY LIMITED,97001682533,123783655,14275128.0,4282538.0,2021-22,2070
ONE DIVERSIFIED PTY LTD,22632586844,106836013,2305434.0,691630.0,2021-22,3070
ONE STOP WAREHOUSE PTY LTD,46161849323,513715092,13843785.0,4153136.0,2021-22,4132
ONEFORTYONE PLANTATIONS HOLDINGS PTY LTD,42159689942,694946384,,,2021-22,3006
ONLINE EDUCATION SERVICES PTY LTD,75148177959,186192821,25720908.0,7716272.0,2021-22,3004
ONSITE RENTAL GROUP LIMITED,42126396852,302067000,,,2021-22,2060
ONTEX MANUFACTURING PTY LTD,16145822528,146982193,2283809.0,685143.0,2021-22,2766
OOH!MEDIA LIMITED,69602195380,456873769,13899486.0,3156614.0,2021-22,2060
OPIC AUSTRALIA PTY LTD,66008603487,721703032,,,2021-22,4000
OPTEON GROUP HOLDINGS LIMITED,20616574755,138420159,23476275.0,7042577.0,2021-22,3000
OPTIVER AUSTRALIA HOLDINGS PTY LIMITED,35077364286,1225289620,102667549.0,24165537.0,2021-22,2000
ORA BANDA MINING LTD,69100038266,167231121,,,2021-22,6008
ORD MINNETT INVESTMENTS LTD,63635706759,260539511,48629106.0,14588470.0,2021-22,2000
ORGANON PHARMA PTY LTD,54637107512,107786645,9310887.0,2793266.0,2021-22,2113
ORICA LIMITED,24004145868,2493737014,179338532.0,,2021-22,3002
ORICA MINING SERVICES PILABRA PTY LTD,65158151369,342400078,2800721.0,840216.0,2021-22,6160
ORIENTAL MERCHANT PTY LTD,34007368925,349978767,38161613.0,11448484.0,2021-22,3026
ORIGIN ENERGY LIMITED,30000051696,16629678126,315818441.0,92602675.0,2021-22,2000
ORIX AUSTRALIA CORPORATION LIMITED,79002992681,295379368,,,2021-22,2113
ORORA LIMITED,55004275165,893925580,64610193.0,9747242.0,2021-22,3122
OSAKA GAS AUSTRALIA PTY LTD,49093246381,169587830,,,2021-22,6000
OSIRIS HOLDINGS PTY LIMITED,29168919391,2234649431,,,2021-22,3121
OTIS ELEVATOR COMPANY PTY LTD,56002873065,351047656,35439067.0,10631720.0,2021-22,2000
OTR 330 PTY LTD,86638301649,1689198132,,,2021-22,5068
OTR AUSTRALIA HOLDINGS PTY LTD,60156147849,124698728,,,2021-22,6056
OUTDOOR SUPACENTRE PTY LTD,30609212624,337119135,22938259.0,6881478.0,2021-22,2127
OUTOTEC PTY LTD,74003491165,735544720,25105735.0,7240734.0,2021-22,2086
OUTSOURCING OCEANIA HOLDINGS PTY LIMITED,20628356141,712769871,34662865.0,10398860.0,2021-22,3000
OVERSEA-CHINESE BANKING CORPORATION LIMITED,94073598035,209004585,147520092.0,44256028.0,2021-22,2000
OZ GROUP CO-OP LIMITED,73482255177,223324839,,,2021-22,2450
OZ MINERALS LIMITED,40005482824,2031925667,432910975.0,127695693.0,2021-22,5950
OZGEN HOLDINGS AUSTRALIA PTY LTD,34128655096,273479907,12964319.0,3889296.0,2021-22,4000
OZWIDE ENERGY GROUP PTY LTD,61631830825,205616860,6759046.0,2027714.0,2021-22,3000
P20 ESG ACQUISITION PTY LTD (ABN 93 638 769 963),93638769963,475177401,,,2021-22,3000
PACCAR AUSTRALIA PTY LTD,43004669667,1389204000,211807006.0,62102768.0,2021-22,3153
PACIFIC 2021 TOPCO G PTY LIMITED,38649860177,166374280,,,2021-22,2000
PACIFIC ASIA EXPRESS PTY LTD,65051866409,205016822,6312693.0,1893808.0,2021-22,3006
PACIFIC HUNTER GROUP PTY LTD,79607717206,218559776,,,2021-22,2000
PACIFIC INVEST DECEMBER 2004 PTY LTD,58112150973,878093745,76354751.0,22906425.0,2021-22,2113
PACIFIC LIFE RE (AUSTRALIA) PTY LTD,91601822431,1043257655,,,2021-22,2000
PACIFIC PETROLEUM PTY LTD,31618546339,307654680,1791975.0,537592.0,2021-22,4106
PACIFIC SMILES GROUP LTD,42103087449,140790675,,,2021-22,2323
PACT GROUP HOLDINGS LTD,55145989644,1571925626,,,2021-22,3121
PADDY POWER AUSTRALIA PTY LTD,83133081491,2397822961,541972136.0,156350432.0,2021-22,3000
PAGAC CHICKEN TENDERS HOLDINGS III PTY LIMITED,84634719458,197599206,37535692.0,11260708.0,2021-22,2067
PALLADIUM HOLDINGS PTY LTD,51640464197,209254344,2971487.0,891446.0,2021-22,4000
PALM LAKE WORKS HOLDINGS PTY LTD,43150532335,260474042,31001928.0,9300578.0,2021-22,4215
PALO ALTO NETWORKS (AUSTRALIA) PTY LTD,43160218379,169795455,,,2021-22,2060
PANASONIC AUSTRALIA PTY LIMITED,83001592187,288784718,5367627.0,1610288.0,2021-22,2113
PANDROL AUSTRALIA PTY LIMITED,90000061227,162405707,27185059.0,8155518.0,2021-22,2148
PANORAMIC RESOURCES LTD,47095792288,151387934,,,2021-22,6000
PANTHER TOPCO PTY LTD,79626390136,238006119,,,2021-22,2000
PANTONIC PTY LTD,93647861701,210681196,21360414.0,6408124.0,2021-22,3931
PAPER AUSTRALIA PTY LTD,63061583533,1914844728,,,2021-22,3121
PAPUAN OIL SEARCH LIMITED,62000251025,251813385,,,2021-22,5000
PARAGON CARE LIMITED,76064551426,184876400,,,2021-22,3205
PARAWAY PASTORAL COMPANY LIMITED,14122572641,574543610,4314180.0,1294254.0,2021-22,2800
PARK FREIGHT INTERNATIONAL PTY LTD,84001954203,225232635,5103185.0,1530956.0,2021-22,2019
PARK24 AUSTRALIA PTY LTD,58616101341,192340610,,,2021-22,2060
PARKER HANNIFIN AUSTRALIA HOLDING PTY LIMITED,61117010107,1415453945,37116254.0,11134876.0,2021-22,2154
PARKVIEW CERBERUS PTY LTD,44119071135,258974438,,,2021-22,2009
PASTEL HOLDINGS PTY LTD,33168929566,533425960,71642266.0,21445130.0,2021-22,2060
PAUL WAKELING MOTOR GROUP PTY LTD,47119908780,270384290,9799312.0,2939794.0,2021-22,2560
PAX AUSTRALIA PTY LTD,42000447414,221637475,7007176.0,1237200.0,2021-22,2565
PAYNTERS PTY LTD,32060951162,230725780,1852572.0,555772.0,2021-22,4064
PAYPAL AUSTRALIA PTY LTD,93111195389,950251431,28336197.0,8500859.0,2021-22,2000
PBS PROPERTY GROUP PTY LTD,39099677844,292102019,573709.0,172113.0,2021-22,2612
PCL CONSTRUCTORS PACIFIC RIM PTY LTD,74140877792,272554821,12481078.0,3744323.0,2021-22,3000
PE WHEATSTONE PTY LTD,53158341612,631011793,,,2021-22,6000
PEABODY AUSTRALIA HOLDCO PTY LTD,61154820130,3164469005,6860837.0,,2021-22,4006
PEARL CORPORATION OF AUSTRALIA PTY.LTD.,33009623081,200016386,41960081.0,,2021-22,0800
PEARSON AUSTRALIA HOLDINGS PTY LTD,62103243858,193925124,4366033.0,,2021-22,3008
PEDAL GROUP PTY LTD,67131402278,319738587,37772031.0,11331609.0,2021-22,4006
PEET LIMITED,56008665834,272738190,59171398.0,17059559.0,2021-22,6000
PELICAN ACQUISITION COMPANY PTY LTD,94146841027,551107263,27171875.0,8151562.0,2021-22,2017
PENDAL GROUP LIMITED,28126385822,338449668,5829576.0,1367562.0,2021-22,2000
PENGUIN RANDOM HOUSE AUSTRALIA PTY LTD,28004815703,247466545,16297024.0,4260981.0,2021-22,3006
PENRITE OIL CO. PTY. LTD.,25005001525,254798248,57020658.0,17106197.0,2021-22,3175
PENRITH CITY AUTOMOTIVE PTY LTD,31091198631,212767904,14455194.0,4336558.0,2021-22,2747
PENRITH RUGBY LEAGUE CLUB LTD,57000578398,114000682,,,2021-22,2750
PENSKE TRANSPORTATION GROUP INTERNATIONAL PTY LTD,42164850355,691768877,44864369.0,13203862.0,2021-22,4076
PENTAIR AUSTRALIA HOLDINGS PTY LIMITED,71168775826,151568031,,,2021-22,3175
PENTAL LIMITED,29091035353,117662017,10405455.0,3114774.0,2021-22,3004
PEOPLEIN LIMITED,39615173076,563576406,23565294.0,7069588.0,2021-22,4006
PEPPER MONEY LIMITED,55094317665,1105111422,166488000.0,49850284.0,2021-22,2060
PEPSICO FOODS GROUP PTY LIMITED,71122527137,1575539688,110575271.0,33172581.0,2021-22,2067
PERCY STREET PTY LTD,83644820020,211789155,24260152.0,7278046.0,2021-22,6000
PERENTI LIMITED,95009211474,1393183303,24542127.0,,2021-22,6003
PERILYA LIMITED,85009193695,395228130,,,2021-22,6000
PERMASTEELISA PTY LIMITED,26001294613,113665402,,,2021-22,2170
PERNOD RICARD PACIFIC HOLDING PTY LTD,16003678484,663892000,,,2021-22,2000
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,68601406419,113486655,114544415.0,27548924.0,2021-22,2000
PERPETUAL LIMITED,86000431827,529997042,125033507.0,35902469.0,2021-22,2000
PERRON INVESTMENTS PTY LTD,48000003976,870490065,235886126.0,67065807.0,2021-22,6004
PERSOL AUSTRALIA HOLDINGS PTY LTD,58620794130,2466774959,59155014.0,17746504.0,2021-22,6100
PERTH AIRPORT DEVELOPMENT GROUP PTY LTD,53076286630,683423874,65555367.0,19196006.0,2021-22,6105
PET CARE HOLDINGS AUSTRALIA PTY LTD,77000060364,8726980179,302765251.0,90736536.0,2021-22,2208
PETER WARREN AUTOMOTIVE HOLDINGS LIMITED,57615674185,1562041026,76735459.0,23019050.0,2021-22,2170
PETRO NATIONAL PTY LIMITED,83606401325,589806546,3128196.0,938459.0,2021-22,2000
